MESURE;CODE_DEPARTEMENT;LIBELLE_DPT;CODE_POSTAL;COMMUNE;CODE_NAF2;NATURE_JURIDIQUE;SIRET;DENOMINATION_SOCIALE;NUM_RUE;NOM_RUE;CODE_POST_COM;LIB_COM;TELEPHONE;MAIL_SIAE
ACI;036;INDRE;36000;CHATEAUROUX;8899B;Association déclarée ;38776638900028;ASSOC AGIR;126;Avenue DES MARINS;36000;CHATEAUROUX;0254073763;comptabilite@agir36.fr
AI;036;INDRE;36800;ST GAULTIER;7830Z;Association intermédiaire ;40009722600023;ASSOC MIEUX VIVRE REG ST GAULTIER;1;Avenue LANGLOIS BERTRAND;36800;ST GAULTIER;0254471798;mieux.vivre36@wanadoo.fr
ACI;036;INDRE;36000;CHATEAUROUX;8790B;Association déclarée d'insertion par l'économique;32876894000095;ASSOC SOLIDARITE ACCUEIL;20;Avenue CHARLES DE GAULLE;36000;CHATEAUROUX;0254277717;mhadi@solidarite-accueil.fr
EI;036;INDRE;36000;CHATEAUROUX;3832Z;Association déclarée d'insertion par l'économique;37906513900022;ASSOC INSERT JEUNES;26;Rue DE NOTZ;36000;CHATEAUROUX;0254276633;contact@insert-jeunes36.fr
ETTI;036;INDRE;36000;CHATEAUROUX;7820Z;Société à responsabilité limitée (sans autre indication);80874760400011;INTERMAIDE INTERIM;29;Rue BERNARDIN;36000;CHATEAUROUX;0254534447;directiontt@gepim.org
AI;036;INDRE;36130;DEOLS;9609Z;Association intermédiaire ;37946805100022;ASSOC AIDE;2;Rue KLEBER;36130;DEOLS;0254076099;aide36@wanadoo.fr
AI;036;INDRE;36000;CHATEAUROUX;8810A;Association intermédiaire ;34357582500025;CONFEDERATION DEPART FAMILLE RURALE;148;Avenue MARCEL LEMOINE;36000;CHATEAUROUX;;fd36@famillesrurales.org
ACI;036;INDRE;36000;CHATEAUROUX;8899B;Association déclarée d'insertion par l'économique;79052364100013;LES CHANTIERS D INSERT JEUNES;26;Rue DE NOTZ;36000;CHATEAUROUX;0254276633;leschantiers@insert-jeunes36.fr
ACI;036;INDRE;36300;LE BLANC;9329Z;Association déclarée ;39869506400012;LES ATELIERS DE LA BRENNE;28;Rue GRANDE;36300;LE BLANC;0254379271;cip.atb@orange.fr
AI;036;INDRE;36300;LE BLANC;7830Z;Association intermédiaire ;37875832000014;ASSOC IDEES EN BRENNE;28;Rue GRANDE;36300;LE BLANC;0254379271;contact@ideesenbrenne.com
ACI;036;INDRE;36400;LA CHATRE;0113Z;Association déclarée ;41077019200020;LES JARDINS DE L'ESPERSEVERANCE;;Place DE L HOTEL DE VILLE;36400;LA CHATRE;0254484233;christiane.allorent12@orange.fr
AI;036;INDRE;36210;ST CHRISTOPHE EN BAZELLE;7830Z;Association intermédiaire ;35301755100014;ASSOC BAZELLE SERVICE;; LA METAIRIE;36210;ST CHRISTOPHE EN BAZELLE;0254401515;bazelle.service@orange.fr
AI;036;INDRE;36150;VATAN;7830Z;Association intermédiaire ;39036313300039;SERVICE PLUS;;Avenue DE LA SENTINELLE;36150;VATAN;;nadege.lucas-david@orange.fr
AI;036;INDRE;36400;MONTGIVRAY;7830Z;Association déclarée ;47889087400025;ASSOC PEGASE 36;; ZI LES RIBATTES;36400;MONTGIVRAY;0987403521;pegase36@bbox.fr
ACI;037;INDRE-ET-LOIRE;37000;TOURS;9499Z;Association déclarée ;42320321500029;ACTIVE;153;Rue SAINT FRANCOIS;37000;TOURS;0247371333;compta-active@outlook.fr
ACI;037;INDRE-ET-LOIRE;37600;LOCHES;8899B;Association déclarée d'insertion par l'économique;43803006600049;ASSOCIATION ORCHIS;28;Rue D ESPAGNE;37600;LOCHES;0247916514;direction@orchis-insertion.fr
ACI;037;INDRE-ET-LOIRE;37110;CHATEAU RENAULT;8810C;Association déclarée d'insertion par l'économique;41020978700010;CASTEL RENAUDAIS INSERTION;6;Rue PASTEUR;37110;CHATEAU RENAULT;0247562460;extranetcri@orange.fr
ETTI;037;INDRE-ET-LOIRE;37300;JOUE LES TOURS;7820Z;SARL unipersonnelle ;45133854500176;ID EES INTERIM C TOURS;80;Rue DE CHANTEPIE;37300;JOUE LES TOURS;0247390288;interim.tours@groupeidees.fr
ETTI;037;INDRE-ET-LOIRE;37140;BOURGUEIL;7820Z;Société à responsabilité limitée (sans autre indication);42073299200029;ISER 37;12;Avenue DE ST NICOLAS;37140;BOURGUEIL;0247973717;lpelluard-iser37@wanadoo.fr
EI;037;INDRE-ET-LOIRE;37520;LA RICHE;3832Z;SARL unipersonnelle ;40273673000019;EURL TRI 37 ENTREPRISE;3;Rue JULES VERNE;37520;LA RICHE;0247388960;direction@tri37.fr
EI;037;INDRE-ET-LOIRE;37460;LOCHE SUR INDROIS;0240Z;SARL unipersonnelle ;81835080300016;INSERTION PAR NATURE;; LE COUDRAY;37460;LOCHE SUR INDROIS;0247598798;insertionparnature@gmail.com
AI;037;INDRE-ET-LOIRE;37140;BOURGUEIL;7830Z;Association intermédiaire ;34291799400036;ASSOC INTER TRAVAIL SERVICE;12;Avenue DE ST NICOLAS;37140;BOURGUEIL;0247982327;apuillon-its@orange.fr
EI;037;INDRE-ET-LOIRE;37380;NEUILLE LE LIERRE;4399D;Association déclarée ;51108189500027;ASSOC CONSTRUIR ECO;; LE MEE;37380;NEUILLE LE LIERRE;0247426891;construireco.secretariat@gmail.com
AI;037;INDRE-ET-LOIRE;37000;TOURS;7830Z;Association intermédiaire ;35286454000021;ASSOC TOURS EMPLOI SERVICES;37;Rue GAY LUSSAC;37000;TOURS;0247612121;tours.emploi@wanadoo.fr
EI;037;INDRE-ET-LOIRE;37300;JOUE LES TOURS;3832Z;SAS, société par actions simplifiée;49376467400112;NOUVELLE ATTITUDE;13;Rue DE LA LIODIERE;37300;JOUE LES TOURS;;catherine.hagberg@nouvelle-attitude.fr
AI;037;INDRE-ET-LOIRE;37120;RICHELIEU;7830Z;Association intermédiaire ;40293356800022;ASSOC AGIR POUR L EMPLOI DANS LE RICHELAIS;78;Route DE CHINON;37120;RICHELIEU;0247581377;agir-pour-lemploi@wanadoo.fr
ACI;037;INDRE-ET-LOIRE;37000;TOURS;8899B;Association déclarée ;38995366200043;ASSOC REGIE PLUS;152;Avenue DE GRAMMONT;37000;TOURS;0247316464;rhpaie.regieplus@orange.fr
AI;037;INDRE-ET-LOIRE;37270;MONTLOUIS SUR LOIRE;7830Z;Association intermédiaire ;38112917000027;ASSOC ENTRAIDE CANTONALE MONTLOUIS;9;Rue DE LA REPUBLIQUE;37270;MONTLOUIS SUR LOIRE;0247451931;ecm.montlouis@outlook.fr
AI;037;INDRE-ET-LOIRE;37500;CHINON;7830Z;Association intermédiaire ;34326536900052;ASSOC MULTI SERVICES;15;Boulevard PAUL LOUIS COURIER;37500;CHINON;0247933117;chinon.multi-services@wanadoo.fr
EI;037;INDRE-ET-LOIRE;37300;JOUE LES TOURS;8130Z;Autre SARL coopérative ;34317964400020;SCOP DECLIC;161;Rue DE CHANTEPIE;37300;JOUE LES TOURS;0247785050;direction@declic.tours
ETTI;037;INDRE-ET-LOIRE;37200;TOURS;7820Z;Société en nom collectif ;83004065500102;A2I MAINE CENTRE 908;30;Allée FERDINAND DE LESSEPS;37200;TOURS;;annelise.loiselet@groupeactual.eu
ACI;037;INDRE-ET-LOIRE;37000;TOURS;5610C;Association déclarée ;44787405800012;ASSOC INSERTION PAR LA RESTAURATION;2;Rue DES URSULINES;37000;TOURS;0247616710;airtours@free.fr
AI;037;INDRE-ET-LOIRE;37250;MONTBAZON;7830Z;Association déclarée ;34088776900032;ASSOC TRAVAIL ET SOLIDARITE;29;Avenue DE LA GARE;37250;MONTBAZON;0247659252;accueil.ats@espacemploi.info
ACI;037;INDRE-ET-LOIRE;37300;JOUE LES TOURS;8899B;Association déclarée ;47752478900039;REGIE DES QUARTIERS;12;Rue LAVOISIER;37300;JOUE LES TOURS;0247549658;directionregie.joue@outlook.fr
ACI;037;INDRE-ET-LOIRE;37530;MONTREUIL EN TOURAINE;9499Z;Association déclarée ;39907779100032;ASSOCIATION LES JARDINS DE CONTRAT;; ROUCHEUX;37530;MONTREUIL EN TOURAINE;0247300556;administration@jardinsdecontrat.fr
AI;037;INDRE-ET-LOIRE;37230;FONDETTES;8899B;Association déclarée ;34317974300038;ASSOC TOURAINE ENTRAIDE;52;Rue EUGENE GOUIN;37230;FONDETTES;0247421196;te.fondettes@gmail.com
ACI;037;INDRE-ET-LOIRE;37000;TOURS;8899A;Association déclarée ;77534908700020;ASSOC DES USAGERS CTRES SOCIAUX GIRAUDEAU MARYSE;84;Rue AUGUSTE CHEVALLIER;37000;TOURS;0247385690;isaleger.lebuissonnet@gmail.com
ACI;037;INDRE-ET-LOIRE;37530;NAZELLES NEGRON;8130Z;Association déclarée d'insertion par l'économique;39952714200026;ASSOC OBJECTIF;18;Rue DES ORMES;37530;NAZELLES NEGRON;0247576122;accueil@objectif-asso.fr
AI;037;INDRE-ET-LOIRE;37100;TOURS;8899B;Association déclarée ;35217815600027;ASSOCIATION SERVICE EMPLOI REINSERTION;3;Rue FELIX NADAR;37100;TOURS;0247517070;contact@aser37.fr
AI;037;INDRE-ET-LOIRE;37800;STE MAURE DE TOURAINE;7810Z;Association intermédiaire ;84457355000010;RELAIS EMPLOI DE SAINTE-MAURE-DE-TOURAINE;77;Avenue DU GEN DE GAULLE;37800;STE MAURE DE TOURAINE;0247656750;relaisemploi.ai@orange.fr
EI;037;INDRE-ET-LOIRE;37700;ST PIERRE DES CORPS;9522Z;Association déclarée d'insertion par l'économique;37790754800046;ASSOC ENVIE TOURAINE;;Rue DES MAGASINS GENERAUX;37700;ST PIERRE DES CORPS;0247464670;patricia.fortin@envie.org
ACI;037;INDRE-ET-LOIRE;37100;TOURS;8790B;Association déclarée ;77534178700080;ENTRAIDE ET SOLIDARITES;46;Avenue GUSTAVE EIFFEL;37100;TOURS;0247318700;eric.lepage@entraideouvriere.org
AI;037;INDRE-ET-LOIRE;37350;LE PETIT PRESSIGNY;7820Z;Association intermédiaire ;39303226300021;ASSOC ENTRAIDE TOURAINE SUD;18;Rue LE SAVOUREULX;37350;LE PETIT PRESSIGNY;0247949774;entraide.touraine.sud@wanadoo.fr
EI;037;INDRE-ET-LOIRE;37700;ST PIERRE DES CORPS;4520A;Société à responsabilité limitée (sans autre indication);51928881500037;SARL IMEIJ 36 SINEO TOURS;;Rue DES MAGASINS GENERAUX;37700;ST PIERRE DES CORPS;;comptabilite@gepim.org
AI;037;INDRE-ET-LOIRE;37600;LOCHES;7830Z;Association intermédiaire ;34341900800044;ASSOC ENTRAIDE LOCHOISE;23;Rue DES BIGOTTEAUX;37600;LOCHES;0247594383;entraide.lochoise@wanadoo.fr
ACI;037;INDRE-ET-LOIRE;37000;TOURS;8899B;Association déclarée ;40173208600046;ASSOC RESTOS RELAIS DU COEUR AD 37;;Avenue VATEL;37000;TOURS;0247470378;ad37.aci@restosducoeur.org
AI;037;INDRE-ET-LOIRE;37170;CHAMBRAY LES TOURS;7830Z;Association intermédiaire ;34229040000031;ACTES CHAMBRAY;22;Place HENRI DE TOULOUSE LAUTREC;37170;CHAMBRAY LES TOURS;0247719531;admin@actes-chambray.fr
AI;037;INDRE-ET-LOIRE;37370;ST PATERNE RACAN;7810Z;Association intermédiaire ;39867784900018;ASSOC RELAIS EMPLOI SOLIDARITE;1;Rue DE LA BENARDIERE;37370;ST PATERNE RACAN;0247293712;contact@res-stpaterne.fr
ACI;038;ISERE;38600;FONTAINE;9529Z;Association déclarée ;83038022600027;CYCLES & GO;15;Rue ABBE VINCENT;38600;FONTAINE;0476255110;cycles.go.vogel@gmail.com
EI;038;ISERE;38120;ST EGREVE;3832Z;SA à conseil d'administration (s.a.i.);39447644400010;SA QUALIREC 38;45;Rue DU PONT NOIR;38120;ST EGREVE;0476561032;fraulet@qualirec.fr
AI;038;ISERE;38450;VIF;8899B;Association déclarée ;39503238600074;ASSOC INTERMEDIAIRE LA FOURMI;24;Avenue DE RIVALTA;38450;VIF;0476727599;m.moutier@lafourmi.asso.fr
ACI;038;ISERE;38800;LE PONT DE CLAIX;9002Z;Association déclarée ;41856472000021;ASSOC MARIANNE;14;Rue ARISTIDE BERGES;38800;LE PONT DE CLAIX;0476999960;direction@lesateliersmarianne.fr
ETTI;038;ISERE;38170;SEYSSINET PARISET;7820Z;Association déclarée ;38789150000051;ATELIER SERVICES;3;Rue DE LA LEVADE;38170;SEYSSINET PARISET;0476844790;e.cascaro@latelier6.fr
ACI;038;ISERE;38430;MOIRANS;9499Z;Association déclarée ;79126619000010;LES NOUVEAUX JARDINS DE LA SOLIDARITE;;Route DU VIEUX CHENE;38430;MOIRANS;0476350169;jardins.solidarite.direction@orange.fr
ACI;038;ISERE;38130;ECHIROLLES;8790B;Association déclarée ;75170078200012;ASSOCIATION AREPI L ETAPE;3;Rue DU COTENTIN;38130;ECHIROLLES;0476239064;daf.siege@arepiletape.fr
ACI;038;ISERE;38090;VILLEFONTAINE;8899B;Centre communal d'action sociale ;26380057500031;CTRE COM ACTION SOCIAL VILLEFONTAINE;56;Rue DU MIDI;38090;VILLEFONTAINE;0474967035;chantier.insertion@mairie-villefontaine.fr
ACI;038;ISERE;38450;VIF;8130Z;Association déclarée ;42358986000026;CISI CHANTIER INSERTION SUD ISERE;24;Avenue RIVALTA;38450;VIF;0476727599;m.moutier@lafourmi.asso.fr
ACI;038;ISERE;38350;LA MURE;8899B;Association déclarée ;38786338400021;CAFES;17;Avenue DOCTEUR TAGNARD;38350;LA MURE;0476309442;direction.cafes@associationcafes.org
ACI;038;ISERE;38970;CORPS;8720A;Association déclarée ;30536374900030;ASSOC ATELIERS DE L AUTONOMIE;;Rue DE LA PAIX LA ROSERAIE;38970;CORPS;0476300252;adla.laroseraie@orange.fr
EI;038;ISERE;38130;ECHIROLLES;8121Z;Association déclarée ;47884839300037;ASSOC PRO PULSE REGIE DE QUARTIERS D ECHIROLLES;11;Rue CLEMENT ADER;38130;ECHIROLLES;0426487912;d.poizat@propulse-inser.fr
EI;038;ISERE;38600;FONTAINE;4941A;SAS, société par actions simplifiée;45395874600043;RIVES DICOSTANZO;19;Rue RENE CAMPHIN;38600;FONTAINE;0476844489;francoisdicostanzo@rives-dicostanzo.com
AI;038;ISERE;38160;ST MARCELLIN;7830Z;Association déclarée ;34326567400048;ASSOC PA ISS EMPLOIS;2;Place DU SOUVENIR FRANCAIS;38160;ST MARCELLIN;0476386013;bernard.demeure@laposte.net
EI;038;ISERE;38300;MAUBEC;4399C;SARL unipersonnelle ;49527571100051;PRADO SERVICES;84; DE LA CIGALIERE;38300;MAUBEC;;leisele@le-prado.fr
ACI;026;ISERE;26190;SAINT LAURENT EN ROYANS;8810C;Association déclarée ;77944903200084;ASSOC LA PROVIDENCE;; ;26190;SAINT LAURENT EN ROYANS;0475485935;lthomas@assoc-laprovidence.com
EI;038;ISERE;38000;GRENOBLE;8299Z;Association déclarée ;80880245800014;ASSOC ULISSE ENERGIE;1;Rue HAUQUELIN;38000;GRENOBLE;0476443588;lpinet@ulisse38.com
EI;038;ISERE;38070;ST QUENTIN FALLAVIER;8292Z;Association déclarée ;82392244800019;ASSOC D MULTIPLE ISERE;20;Rue DU RUISSEAU;38070;ST QUENTIN FALLAVIER;0628117581;stephane.florin@dmultiple.fr
EI;038;ISERE;38170;SEYSSINET PARISET;2732Z;Association déclarée d'insertion par l'économique;33402590500053;ASSOC ATELIER SIIS;3;Rue DE LA LEVADE;38170;SEYSSINET PARISET;0476844790;e.cascaro@latelier6.fr
EI;038;ISERE;38100;GRENOBLE;8299Z;SARL coopérative ouvrière de production (SCOP);42404782700045;SCOP 3BIS;88;Rue ANATOLE FRANCE;38100;GRENOBLE;0476494730;s-saw@3bis.fr
EI;038;ISERE;38490;ST ANDRE LE GAZ;8899B;Association déclarée ;45035188700051;ASSOC EVIRA;5;Rue DU DOCTEUR ROUX;38490;ST ANDRE LE GAZ;0474961027;evira_ei@yahoo.fr
ACI;038;ISERE;38000;GRENOBLE;0240Z;Établissement public national à caractère industriel ou commercial doté d'un comptable public ;66204311603822;OFFICE NATIONAL DES FORETS;9;Quai CREQUI;38000;GRENOBLE;0476863960;fabien.viviand@onf.fr
ACI;038;ISERE;38100;GRENOBLE;8899B;Fondation ;30101236500070;SFGI ARBRE FRUITE;80; GALERIE DE L'ARLEQUIN;38100;GRENOBLE;0476228208;lortovent@sfm.fondation-boissel.fr
ETTI;038;ISERE;38000;GRENOBLE;7820Z;Association déclarée d'insertion par l'économique;40213324300046;E3I ENTREPRISE D INTERIM D INSERTION DE L ISERE;1;Rue HAUQUELIN;38000;GRENOBLE;0476443588;lpinet@ulisse38.com
ACI;038;ISERE;38210;TULLINS;9499Z;Association déclarée d'insertion par l'économique;39946446000050;PASSIFLORE;666; PEURAS;38210;TULLINS;0476078088;passiflore.christine@orange.fr
AI;038;ISERE;38190;LES ADRETS;7830Z;Association déclarée ;34333312600013;ASSOC ADEF;; MAIRIE;38190;LES ADRETS;0476711717;f.sperandio-adef@orange.fr
ETTI;038;ISERE;38480;LE PONT DE BEAUVOISIN;7820Z;SARL unipersonnelle ;40231751500037;ACT INTERIM ISERE;;Rue DES PAQUERETTES;38480;LE PONT DE BEAUVOISIN;0476327010;direction@isactys.com
ACI;038;ISERE;38000;GRENOBLE;8899B;Association déclarée ;33441372100096;GRENOBLE SOLIDARITE;1;Rue HAUQUELIN;38000;GRENOBLE;0476443588;lpinet@ulisse38.com
ACI;038;ISERE;38300;BOURGOIN JALLIEU;9499Z;Association déclarée ;50008514700014;EMMAUS VETEMENTS BOURGOIN JALLIEU;35; PETITE RUE DE LA PLAINE;38300;BOURGOIN JALLIEU;0474287600;ci-emmausbj@orange.fr
EI;038;ISERE;38100;GRENOBLE;8899B;Association déclarée ;41225762800047;LA RESSOURCE;3;Rue EMILE ZOLA;38100;GRENOBLE;;compta@association.laressource38.org
ACI;038;ISERE;38380;ST LAURENT DU PONT;9499Z;Association déclarée ;32473020900016;CENTRE SOCIAL PAYS DE GUIERS;; CENTRE SOCIAL;38380;ST LAURENT DU PONT;0476554080;direction@cspg.fr
AI;038;ISERE;38000;GRENOBLE;8899B;Association déclarée ;33983313900019;ASSOC TRAVAIL ET PARTAGE;10;Rue SERGENT BOBILLOT;38000;GRENOBLE;0476471833;travail.et.partage38@wanadoo.fr
AI;038;ISERE;38110;LA TOUR DU PIN;7830Z;Association déclarée ;40434996100080;ASSOC OSEZ;4;Rue DOCTEUR PAUL SAGE;38110;LA TOUR DU PIN;0474830231;nschvob@osez.asso.fr
EI;038;ISERE;38780;PONT EVEQUE;8899B;Association déclarée ;43306378100028;ASSOC REGIE QUARTIER PONT EVEQUE;; HLM PLAN DES AURES;38780;PONT EVEQUE;0987166307;mouloud.djoufelkite@orange.fr
ACI;038;ISERE;38300;MAUBEC;8899B;Association déclarée d'insertion par l'économique;49535807900046;LES JARDINS DU PRADO;84; DE LA CIGALIERE;38300;MAUBEC;;leisele@le-prado.fr
ACI;038;ISERE;38460;CREMIEU;8130Z;Association déclarée ;39017019900025;ARRC;8;Place DU MONUMENT;38460;CREMIEU;0474909916;pierre.colombier@yahoo.fr
ACI;038;ISERE;38650;MONESTIER DE CLERMONT;9499Z;Association déclarée ;82220620700026;LA RESERVE;208; GRAND RUE;38650;MONESTIER DE CLERMONT;;lareserve.trieves@gmail.com
ACI;038;ISERE;38000;GRENOBLE;9499Z;Association déclarée ;82955340300017;TERO LOKO;45;Boulevard JOSEPH VALLIER;38000;GRENOBLE;;tero.loko.asso@gmail.com
ACI;038;ISERE;38870;ST PIERRE DE BRESSIEUX;9499Z;Association déclarée ;78883625200023;ASSOC LA RESSOURCERIE;200;Route DU VILLAGE;38870;ST PIERRE DE BRESSIEUX;0427690062;contact@laressourcerie-bv.fr
ETTI;038;ISERE;38110;LA TOUR DU PIN;7810Z;Association déclarée ;42389311400078;DECLIC;4;Rue DOCTEUR PAUL SAGE;38110;LA TOUR DU PIN;0474830231;lpfeifle@osez.asso.fr
AI;038;ISERE;38500;VOIRON;7830Z;Association déclarée ;39344457500038;ASSOC INTERMEDIAIRE DU PAYS VOIRONNAIS ADEQUATION;33;Rue HECTOR BLANCHET;38500;VOIRON;0476327280;corinne.gastineau@paysvoironnais.com
AI;038;ISERE;38420;DOMENE;7830Z;Association déclarée ;35043901400043;ASSOC INTERMEDIAIRE GRESIVAUDAN AGI;2;Rue JULES FERRY;38420;DOMENE;0476777677;agi@mairie-domene.fr
ACI;038;ISERE;38100;GRENOBLE;8899B;Association déclarée ;35337526400044;ASSOC LA REMISE;35;Rue GAL FERRIE;38100;GRENOBLE;0476460294;francois.xavier.lapierre@laremise-asso.org
ACI;038;ISERE;38780;PONT EVEQUE;9511Z;Association déclarée ;84248582300012;RE-EMPLOI;144;Impasse LAVERLOCHERE;38780;PONT EVEQUE;0474594519;c.ferlet@trira.com
EI;038;ISERE;38110;LA TOUR DU PIN;8110Z;Association déclarée ;83140731700013;ASSOC OSEZ SERVICES;4;Rue DOCTEUR PAUL SAGE;38110;LA TOUR DU PIN;;nschvob@osez.asso.fr
ACI;038;ISERE;38420;DOMENE;8899B;Association déclarée ;39140100700029;ASSOC DOMENOISE MISSION INSERTION SOCIALE;1;Rue DU DOMEYNON;38420;DOMENE;0476773903;admis.domene@orange.fr
AI;038;ISERE;38590;ST ETIENNE DE ST GEOIRS;7830Z;Association intermédiaire ;40783699800028;ASSOC ASPIT EMPLOI;; ZAC GRENOBLE AIR PARC;38590;ST ETIENNE DE ST GEOIRS;0476315240;direction@aspit-emploi.fr
ACI;038;ISERE;38400;ST MARTIN D HERES;9499Z;Association déclarée ;41796801300025;ASSOC SOLIDURA;17;Rue DU PRE RUFFIER;38400;ST MARTIN D HERES;0476543328;lpinet@ulisse38.com
ACI;038;ISERE;38100;GRENOBLE;8130Z;Association déclarée ;38859718900033;ADFE;22;Rue HENRI DUHAMEL;38100;GRENOBLE;0476402929;l.sferrazza@adams-adfe.fr
EI;038;ISERE;38150;SALAISE SUR SANNE;4779Z;Autre SA coopérative à conseil d'administration ;52932524300101;EBS RELAIS BOURGOGNE;; ZONE DES JUSTICES;38150;SALAISE SUR SANNE;0385412349;comptabourgogne@lerelais.org
ACI;038;ISERE;38160;ST MARCELLIN;8899B;Association déclarée ;48538664300020;PA ISS ATELIERS;2;Place DU SOUVENIR FRANCAIS;38160;ST MARCELLIN;0476386013;bernard.demeure@laposte.net
ACI;038;ISERE;38870;BRESSIEUX;0113Z;Association déclarée d'insertion par l'économique;49535807900020;LES JARDINS DU PRADO;672;Route DU COLOMBIER;38870;BRESSIEUX;0474541193;leisele@le-prado.fr
EI;038;ISERE;38200;VIENNE;8899B;Association déclarée ;41023249000038;ASSOC REGIE INTER QUARTIERS;7;Rue DE GERE;38200;VIENNE;0437020866;direction-riq@sfr.fr
AI;038;ISERE;38100;GRENOBLE;8810C;Association déclarée ;34751019000049;ASSOC ADAMS;22;Rue HENRI DUHAMEL;38100;GRENOBLE;0476402929;g.jourdain@adams-adfe.fr
ACI;038;ISERE;38100;GRENOBLE;8559A;Mutuelle ;77559584600608;MUTUALITE FRANCAISE ISERE SERVICES SOINS ET ACCOMP;21;Rue CHRISTOPHE TURC;38100;GRENOBLE;;anne.bone@lebonplan.org
ACI;038;ISERE;38480;LE PONT DE BEAUVOISIN;8899B;Association déclarée ;44028775300022;ACTY CHANTIERS;82;Chemin DES PAQUERETTES;38480;LE PONT DE BEAUVOISIN;0476373313;direction@isactys.com
ACI;038;ISERE;38420;DOMENE;8130Z;Association déclarée d'insertion par l'économique;40533717100020;ASSOC L ACEV;2;Rue JULES FERRY;38420;DOMENE;0476777677;agi@mairie-domene.fr
EI;038;ISERE;38110;CESSIEU;3832Z;SA coopérative ouvrière de production (SCOP) à conseil d'administration;41999831500073;TRI-VALLEES;2;Chemin DE VAR;38110;CESSIEU;;a.baronnet@alpes-paysage.com
ACI;038;ISERE;38110;LA TOUR DU PIN;8899B;Centre communal d'action sociale ;26381008700019;CENTRE COMMUNAL D'ACTION SOCIALE;9;Rue CLAUDE CONTAMIN;38110;LA TOUR DU PIN;0474832620;evelyne.veyret@latourdupin.fr
EI;038;ISERE;38200;VIENNE;1071C;SARL coopérative ouvrière de production (SCOP);82863454300015;LES COOPAINS;135;Avenue GAL LECLERC;38200;VIENNE;0474532732;contact@coopains.fr
ACI;038;ISERE;38660;PLATEAU DES PETITES ROCHES;8299Z;Association déclarée ;44511385500024;SOLID ACTION;27;Route DES ETABLISSEMENTS;38660;PLATEAU DES PETITES ROCHES;0476978364;a.poncet-montange@solidaction.fr
AI;038;ISERE;38000;GRENOBLE;7830Z;Association intermédiaire ;37864432200034;ASSOC EMPLOI 38;1;Rue HAUQUELIN;38000;GRENOBLE;0476443588;lpinet@ulisse38.com
ACI;038;ISERE;38530;PONTCHARRA;8899B;Association déclarée ;81891823700020;RECYCLERIE R DE RECUP';90;Rue DE LA GANTERIE;38530;PONTCHARRA;0620918468;rderecup@gmail.com
ACI;038;ISERE;38500;VOIRON;8899B;Association déclarée ;39891491100043;ASSOC EMPLOIS VERTS DU PAYS VOIRONNAIS;33;Rue HECTOR BLANCHET;38500;VOIRON;0476327280;stephane.maurin@paysvoironnais.com
AI;038;ISERE;38480;LE PONT DE BEAUVOISIN;7830Z;Association déclarée ;44040801100029;ASSOC ACTY SERVICES;82;Chemin DES PAQUERETTES;38480;LE PONT DE BEAUVOISIN;0476373313;i.lebihan@isactys.com
ACI;038;ISERE;38190;LES ADRETS;8810C;Association déclarée ;39213519000024;ARECE;;Lieu-dit LES DEVAS;38190;LES ADRETS;0476711800;aci.arece@orange.fr
EI;038;ISERE;38500;VOIRON;9601B;Association déclarée ;42265580300043;ASSOC ENTREPRISE D INSERTION DU PAYS VOIRONNAIS;33;Rue HECTOR BLANCHET;38500;VOIRON;0476327280;corinne.gastineau@paysvoironnais.com
EI;038;ISERE;38100;GRENOBLE;8899B;Association déclarée ;35210005100023;ASSOC REGIE QUARTIER VILLENEUVE;97; GALERIE DE L'ARLEQUIN;38100;GRENOBLE;0476230201;crey@regiegrenoble.org
EI;039;JURA;39570;CONLIEGE;4120A;Autre SA coopérative à conseil d'administration ;82767375700015;SA DEMAIN HABITAT;55;Rue BASSE;39570;CONLIEGE;0776023501;fdrouhin@groupe-demain.coop
ACI;039;JURA;39100;DOLE;8899B;Association déclarée ;51894360000024;REGIE DE QUARTIERS DES MESNILS PASTEUR;29;Rue MARECHAL LECLERC;39100;DOLE;0384828868;comptabilite@regiedequartiersdole.fr
EI;039;JURA;39110;SALINS LES BAINS;7010Z;Société à responsabilité limitée (sans autre indication);47882905400012;SARL BTP SERVICES 39;;Place BARBARINE;39110;SALINS LES BAINS;0384731440;paye.asmh@wanadoo.fr
EI;039;JURA;39000;LONS LE SAUNIER;9609Z;Association déclarée ;41158731400013;ASSOC MENAGE SERVICE LONS LE SAUNIER;40;Rue DU DOCTEUR GEORGES CAMUSET;39000;LONS LE SAUNIER;0384246403;compta@epart-entreprise.fr
